source-id	variable	other_conditions	treatment_dates	duration_months	unit	treatment mean_orig	treatment mean	control mean	treatment SD	control SD	treatment n	control n
Tolvanen A etal 2001_Responses of carbon and nitrogen concentrations in high arctic plants to experimental warming	plant_Norleaf_N	Cassiope tetragona(new tissues)	Jun.1992- Aug.1996	50	%	1.37778	1.37778	1.51111			10.0	10.0
Tolvanen A etal 2001_Responses of carbon and nitrogen concentrations in high arctic plants to experimental warming	plant_Norleaf_N	D. integrifolia(new tissues)	Jun.1992- Jun.1996	48	%	2.47228	2.47228	2.67184			10.0	10.0
Tolvanen A etal 2001_Responses of carbon and nitrogen concentrations in high arctic plants to experimental warming	plant_Norleaf_N	D. integrifolia(new tissues)	Jun.1992- Jul.1996	49	%	2.02882	2.02882	2.18404			10.0	10.0
Tolvanen A etal 2001_Responses of carbon and nitrogen concentrations in high arctic plants to experimental warming	plant_Norleaf_N	D. integrifolia(new tissues)	Jun.1992- Aug.1996	50	%	1.69623	1.69623	1.6408			10.0	10.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	E. hermaphroditum	Jun.1993-Sep 1993 	3	%	1.6(%)	1.6	1.6	0.08	0.08	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. myrtillus	Jun.1993-Sep 1993 	3	%	1.7	1.7	1.8	0.08	0.08	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. uliginosum	Jun.1993-Sep 1993 	3	%	2.2	2.2	2	0.08	0.08	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. vitis-idaea	Jun.1993-Sep 1993 	3	%	1.2	1.2	1.2	0.08	0.08	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	E. hermaphroditum	Jun.1993-Sep 1994	15	%	1.2	1.2	1.2	0.02	0.06	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. myrtillus	Jun.1993-Sep 1994	15	%	1.7	1.7	1.6	0.14	0.12	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. uliginosum	Jun.1993-Sep 1994	15	%	1.8	1.8	1.7	0.16	0.16	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. vitis-idaea	Jun.1993-Sep 1994	15	%	1.2	1.2	1.4	0.1	0.16	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	E. hermaphroditum	Jun.1993-Sep 1995	27	%	1.3	1.3	1.2	0.2	0.2	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. myrtillus	Jun.1993-Sep 1995	27	%	1.6	1.6	1.9	0.2	0.2	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. uliginosum	Jun.1993-Sep 1995	27	%	1.9	1.9	1.8	0.2	0.2	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. vitis-idaea	Jun.1993-Sep 1995	27	%	1.1	1.1	1.2	0.2	0.2	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	E. hermaphroditum	Jun.1993-Sep 1997	51	%	1.2	1.2	1.3	0.2	0.06	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. myrtillus	Jun.1993-Sep 1997	51	%	1.4	1.4	1.7	0.2	0.06	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. uliginosum	Jun.1993-Sep 1997	51	%	1.5	1.5	1.7	0.2	0.08	4.0	4.0
Hartley AE etal 1999_Plant performance and soil nitrogen mineralization in response to simulated climate change in subarctic dwarf shrub heath	plant_Norleaf_N	V. vitis-idaea	Jun.1993-Sep 1997	51	%	0.9	0.9	0.9	0.04	0.06	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	plant_Norleaf_N		Jun.1981-1983	24	g/m2	9.67213(g/m2)	9.67213	9.72678	6.598055224	2.932468988	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	plant_Norleaf_N		Jun.1981-1989	98	g/m2	7.48634	7.48634	7.10383	6.598234109	5.131954894	4.0	4.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1993	4		15.9917	15.9917	14.6642	1.005809478	1.1576411	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1993	4		15.1152	15.1152	14.6642	1.39228997	1.1576411	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1993	4		15.0378	15.0378	14.6642	0.773561108	1.1576411	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1994	16		20.2373	20.2373	19.6444	1.854201959	2.471470226	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1994	16		20.6369	20.6369	19.6444	2.781902228	2.471470226	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	beech	growing season 1993-Nov.1994	16		20.3017	20.3017	19.6444	1.855400538	2.471470226	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1993	4		15.4982	15.4982	14.8007	1.1624421	1.085025976	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1993	4		15.9631	15.9631	14.8007	1.317874471	1.085025976	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1993	4		14.8911	14.8911	14.8007	0.852777607	1.085025976	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1994	16		19.631	19.631	19.4373	1.857797696	2.476264542	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1994	16		20.4834	20.4834	19.4373	2.786696544	2.476264542	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	plant_Norleaf_N	sugar maple	growing season 1993-Nov.1994	16		19.4502	19.4502	19.4373	1.703180985	2.476264542	1.0	1.0
Chen Z etal 2010_Short-term effects of night warming and nitrogen addition on soil available nitrogen and  microbial properties in subalpine coniferous forest, Western Sichuan, China	soil_N		Mar. 2008-Nov. 2009	20	g/kg	4.03 (g/kg)	4.03	4.11	0.2	0.18	5.0	5.0
Chen Z etal 2010_Short-term effects of night warming and nitrogen addition on soil available nitrogen and  microbial properties in subalpine coniferous forest, Western Sichuan, China	soil_N		Mar. 2008-Apr. 2010	25	g/kg	4.15	4.15	4.09	0.2	0.2	5.0	5.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-dec. 2008	2	kg/ha	50.4695 (kg/ha)	50.4695	42.461	41.15237148	29.83735728	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-feb. 2009	4	kg/ha	31.8567	31.8567	20.9396	10.29990144	10.29565884	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-mar. 2009	5	kg/ha	45.6457	45.6457	38.0013	10.29990144	10.29707304	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-jun. 2009	8	kg/ha	63.7213	63.7213	46.2588	15.44108412	12.35416836	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-jul. 2009	9	kg/ha	56.7793	56.7793	34.5895	15.44278116	12.35416836	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_N		oct. 2008-aug. 2009	10	kg/ha	56.0154	56.0154	36.3711	10.29848724	12.35247132	8.0	8.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_N	0-5 cm soil	1999-Aug.2005	84		13.4	13.4	15.9	1.959591794	6.368673331	6.0	6.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_N	5-10 cm soil	1999-Aug.2005	84		19.6	19.6	20.5	2.694438717	3.42928564	6.0	6.0
Sardans J etal 2008_Warming and drought alter C and N concentration, allocation and accumulation in a Mediterranean shrubland	soil_N		Mar.1999-Jan.2005	70	%	0.16 (%)	0.16	0.15	0.034641016	0.034641016	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_N		Feb 2002-spring 2004 	24	ug/resin/14 day	7.325 (ug/resin/14 day)	7.325	6.502	0.927	0.927	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_N		Feb 2002-spring 2005 	36	ug/resin/14 day	13.286	13.286	13.773	1.768	2.189	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_N		Feb 2002-spring 2006	48	ug/resin/14 day	10.986	10.986	11.571	2.695	3.031	3.0	3.0
Bijoor NS etal 2008_Effects of temperature and fertilization on nitrogen cycling and community composition of an urban lawn	soil_N	0-5cm	Jul. 2005 - Jun. 2006	11	kg/m2	0.336(kg/m2)	0.336	0.336	0.022	0.022	3.0	3.0
Bijoor NS etal 2008_Effects of temperature and fertilization on nitrogen cycling and community composition of an urban lawn	soil_N	0-5cm	Jul. 2005 - Oct. 2006	15	kg/m2	0.297	0.297	0.304	0.041	0.051	3.0	3.0
Bijoor NS etal 2008_Effects of temperature and fertilization on nitrogen cycling and community composition of an urban lawn	soil_N	5-10cm 	Jul. 2005 - Jul. 2006	6	kg/m2	0.265	0.265	0.22	0.04	0.032	3.0	3.0
Bijoor NS etal 2008_Effects of temperature and fertilization on nitrogen cycling and community composition of an urban lawn	soil_N	5-10cm 	Jul. 2005 - Nov. 2006	16	kg/m2	0.227	0.227	0.323	0.036	0.026	3.0	3.0
Yin H etal 2012_Nitrogen transformation in the rhizospheres of two subalpine coniferous species under experimental warming	soil_N	P. asperata	Apr.2007 to Jul.2007	15	g/kg	4.39 (g/kg)	4.39	4.22	0.045	0.179	5.0	5.0
Yin H etal 2012_Nitrogen transformation in the rhizospheres of two subalpine coniferous species under experimental warming	soil_N	A. faxoniana	Apr.2007 to Jul.2008	15	g/kg	4.3	4.3	4.19	0.335	0.291	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Jun.1991	5	%	0.53	0.53	0.476	0.089442719	0.047851161	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Aug.1991	7	%	0.62	0.62	0.674	0.178885438	0.067671761	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Jun.1992	17	%	0.495	0.495	0.623	0.156524758	0.035606889	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Aug.1992	19	%	0.516	0.516	0.693	0.156524758	0.023737926	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Jun.1994	41	%	0.527	0.527	0.481	0.156524758	0.015825284	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	xeric site	Jan.1991-Aug.1994	43	%	0.621	0.621	0.575	0.067082039	0.01036008	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Jun.1991	5	%	0.387	0.387	0.299	0.134164079	0.025639891	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Aug.1991	7	%	0.616	0.616	0.544	0.089442719	0.008972093	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Jun.1992	17	%	0.477	0.477	0.43	0.178885438	0.00845897	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Aug.1992	19	%	0.538	0.538	0.466	0.04472136	0.004229485	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Jun.1994	41	%	0.422	0.422	0.415	0.134164079	0.014651366	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_N	mesic site	Jan.1991-Aug.1994	43	%	0.474	0.474	0.461	0.067082039	0.033670261	5.0	5.0
Hobbie SE etal 1998_Response of tundra plant biomass, aboveground production, nitrogen, and CO(2) flux to experimental warming	soil_N		Jun.1990-summer.1992	24	g/m2	53.8182(g/m2)	53.8182	59.9008	17.98039455	40.56095441	10.0	10.0
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_inorganic_N		Apr.2009-Sep.2009	5	mg/kg	10.95 (mg/kg)	10.95	7.37	2.28	4.24	6.0	1.0
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_inorganic_N		Apr.2009-Sep.2009	5	mg/kg	28.29 (mg/kg)	28.29	18.1	4.55	8.5	6.0	1.0
Dawes MA etal 2011_Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming	soil_inorganic_N	since Spring, 2007	spring.2007-Aug.2007 	3	mg N /kg soil	12.54 (mg N /kg soil)	12.54	8.69	8.28	4.69	10.0	10.0
Dawes MA etal 2011_Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming	soil_inorganic_N		spring.2007-Aug.2009	27	mg N /kg soil	12.68	12.68	7.53	10.95	7.36		
Larsen KS etal 2011_Reduced N cycling in response to elevated CO2, warming, and drought in a Danish heathland Synthesizing results of the CLIMAITE project after two years of treatments	soil_inorganic_N	0-5 cm soil	Oct 2005 - Sep 2007	18	gN/m2	0.515 (gN/m2)	0.515	0.409	0.595107	0.516739	6.0	6.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_inorganic_N		2006-2007	12	mg/kg	20.19 (mg/kg)	20.19	19.77	1.75	2.21	6.0	6.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_inorganic_N		2006-2008	24	mg/kg	20.28	20.28	19.97	1.94	1.29	6.0	6.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_inorganic_N		2006-2009	36	mg/kg	20.89	20.89	20.47	2.21	2.03	6.0	6.0
Rui Y etal 2011_Warming and grazing affect soil labile carbon and nitrogen pools differently in an alpine meadow of the Qinghai-Tibet Plateau in China	soil_inorganic_N		May, 2006-Aug. 2009	39	mg/kg	27.28 (mg/kg)	27.28	29.51	4.8	2.39	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_inorganic_N		Oct. 2009-Dec. 2009	2	mg/kg	125.73 (mg/kg)	125.73	128.67	18.96	28.45	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_inorganic_N		Oct. 2009-Jan. 2010	3	mg/kg	78.76	78.76	59.34	19.5	13.05	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_inorganic_N		Oct. 2009-Mar. 2010	5	mg/kg	72.3	72.3	59.21	30.27	13.46	4.0	4.0
Malchair S etal 2010_Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands? Soil Biology and Biochemistry 42(11): 1944-1951	soil_inorganic_N	0-5 cm soil	Jul. 2003-Nov. 2004	16	mg/kg	1.31 (mg/kg)	1.31	0.12	1.00409	0.29388	6.0	6.0
Malchair S etal 2010_Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands? Soil Biology and Biochemistry 42(11): 1944-1951	soil_inorganic_N	6-10 cm soil	Jul. 2003-Nov. 2004	16	mg/kg	1.75	1.75	0.72	1.24899	1.20001	6.0	6.0
Malchair S etal 2010_Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands? Soil Biology and Biochemistry 42(11): 1944-1951	soil_inorganic_N	0-5 cm soil	Jul. 2003-Nov. 2005	28	mg/kg	1.62	1.62	1.78	1.12654	0.17143	6.0	6.0
Chen Z etal 2010_Short-term effects of night warming and nitrogen addition on soil available nitrogen and  microbial properties in subalpine coniferous forest, Western Sichuan, China	soil_inorganic_N		Mar. 2008-Nov. 2009	20	mg/kg	6.214 (mg/kg)	6.214	3.088	0.704	0.302	5.0	5.0
Chen Z etal 2010_Short-term effects of night warming and nitrogen addition on soil available nitrogen and  microbial properties in subalpine coniferous forest, Western Sichuan, China	soil_inorganic_N		Mar. 2008-Apr. 2010	25	mg/kg	3.851	3.851	2.946	0.15	0.1	5.0	5.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-dec. 2008	2	kg/ha	49.9392 (kg/ha)	49.9392	42.0967	39.9172092	35.47860108	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-feb. 2009	4	kg/ha	31.50968	31.50968	21.3134	10.51265369	10.51401132	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-mar. 2009	5	kg/ha	45.6561	45.6561	37.9903	11.65470504	12.86045196	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-jun. 2009	8	kg/ha	64.015	64.015	46.2805	19.35445836	14.0939172	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-jul. 2009	9	kg/ha	56.92954	56.92954	34.9563	21.44877542	12.79455024	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_inorganic_N		oct. 2008-aug. 2009	10	kg/ha	56.17885	56.17885	37.24278	15.14116058	12.19566482	8.0	8.0
Allison SD etal 2010_Resistance of microbial and soil properties to warming treatment seven years after boreal fire	soil_inorganic_N		2006-2007	12	ng N /g resin /d	72.9 (ng N /g resin /d)	72.9	59.4	87.9	98.66	10.0	10.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	0-5cm soil	Apr. 2007-Aug. 2007	4	g/m2	0.38 (g/m2)	0.38	0.3	0.1118	0.08944	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	0-5cm soil	Apr. 2007-Apr. 2008	12	g/m2	0.15	0.15	0.12	0.02236	0.02236	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	0-5cm soil	Apr. 2007-Aug. 2008	16	g/m2	0.46	0.46	0.28	0.24596	0.08944	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	5-15cm soil	Apr. 2007-Aug. 2007	4	g/m2	0.3	0.3	0.27	0.06708	0.1118	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	5-15cm soil	Apr. 2007-Apr. 2008	12	g/m2	0.24	0.24	0.24	0.04472	0.06708	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_inorganic_N	5-15cm soil	Apr. 2007-Aug. 2008	16	g/m2	0.47	0.47	0.34	0.13416	0.06708	5.0	5.0
Turner M etal 2010_Net nitrogen mineralization and leaching in response to warming and nitrogen deposition in a temperate old field: the importance of winter temperature	soil_inorganic_N	winter warming only(11.2006-4.2007)	Nov. 2006 - Fall 2007	5	ug/g dry soil	2.574 (ug/g dry soil)	2.574	2.574	3.756	6.643	10.0	10.0
Turner M etal 2010_Net nitrogen mineralization and leaching in response to warming and nitrogen deposition in a temperate old field: the importance of winter temperature	soil_inorganic_N	winter warming only	Nov. 2006 - growing season 2007	5	ug/g dry soil	40.577	40.577	15.577	48.646	17.634	10.0	10.0
Turner M etal 2010_Net nitrogen mineralization and leaching in response to warming and nitrogen deposition in a temperate old field: the importance of winter temperature	soil_inorganic_N	winter warming only	Nov. 2006 - winter 2008	10	ug/g dry soil	3.449	3.449	0.564	4.311	0.627	10.0	10.0
Turner M etal 2010_Net nitrogen mineralization and leaching in response to warming and nitrogen deposition in a temperate old field: the importance of winter temperature	soil_inorganic_N	year-round warming	Nov. 2006 - growing season 2007	12	ug/g dry soil	11.827	11.827	15.577	9.121	17.634	10.0	10.0
Turner M etal 2010_Net nitrogen mineralization and leaching in response to warming and nitrogen deposition in a temperate old field: the importance of winter temperature	soil_inorganic_N	year-round warming	Nov. 2006 - winter 2008	17	ug/g dry soil	3.421	3.421	0.564	3.697	0.627	10.0	10.0
Sorensen PL etal 2008_Nitrogen Uptake During One Year in Subarctic Plant Functional Groups and in Microbes After Long-Term Warming and Fertilization	soil_inorganic_N		Jun.1989-Jul.2001	25	ug/g dry soil	20.80(ug/g dry soil)	20.8	27.45	12.5	16.04	6.0	6.0
Sorensen PL etal 2008_Nitrogen Uptake During One Year in Subarctic Plant Functional Groups and in Microbes After Long-Term Warming and Fertilization	soil_inorganic_N		Jun,1989-Jul.2002	37	ug/g dry soil	22.92	22.92	28.31	14.39	15.57	6.0	6.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_inorganic_N	spring	Mar.1999-May.2004	62	ug/g	4.03 (ug/g)	4.03	3.54	2.753960784	3.290896534	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_inorganic_N	summer	Mar.1999-Jul.2004	64	ug/g	23.74	23.74	9	12.12435565	8.054036255	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_inorganic_N	autumn	Mar.1999-Oct.2004	67	ug/g	19.77	19.77	9.75	7.569062029	4.156921938	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_inorganic_N	winter	Mar.1999-Jan.2005	70	ug/g	26.36	26.36	20.08	5.230793439	6.218062399	3.0	3.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_inorganic_N	0-5 cm soil	1999-Aug.2005	84	ug/g	1.46 (ug/g)	1.46	1.75	0.881816307	1.004290795	6.0	6.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_inorganic_N	5-10 cm soil	1999-Aug.2005	84	ug/g	3.03	3.03	3.35	1.445198948	1.126765282	6.0	6.0
Sardans J etal 2008_Warming and drought alter C and N concentration, allocation and accumulation in a Mediterranean shrubland	soil_inorganic_N		Mar.1999-Jan.2005	70		8.05	8.05	12.23	5.352036995	12.2282787	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_inorganic_N		Feb 2002-spring 2004 	24	ug/resin/14 day	2.343 (ug/resin/14 day)	2.343	3.347	0.994	1.076	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_inorganic_N		Feb 2002-spring 2005 	36	ug/resin/14 day	9.944	9.944	10.757	1.159	1.739	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_inorganic_N		Feb 2002-spring 2006	48	ug/resin/14 day	8.701	8.701	8.51	1.573	1.987	3.0	3.0
Weedon JT etal 2012_Summer warming accelerates sub-arctic peatland nitrogen cycling without changing enzyme pools or microbial community structure	soil_inorganic_N		Jun.2000-Jun.2009	108	mg N/g dry soil	0.00457 (mg N/g dry soil)	0.00457	0.00295	0.0102	0.0066	5.0	5.0
Yin H etal 2012_Nitrogen transformation in the rhizospheres of two subalpine coniferous species under experimental warming	soil_inorganic_N	P. asperata	Apr.2007 to Jul.2007	15	mg/kg soil	10.71 (mg/kg soil)	10.71	10.31	0.962	0.939	5.0	5.0
Yin H etal 2012_Nitrogen transformation in the rhizospheres of two subalpine coniferous species under experimental warming	soil_inorganic_N	A. faxoniana	Apr.2007 to Jul.2008	15	mg/kg soil	10.94	10.94	10.54	0.939	1.14	5.0	5.0
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	A. faxoniana	April 2007 to May 2010	37	mg/kg soil	19.53 (mg/kg soil)	19.53	29.396	5.638	6.04	4.0	4.0
